tweet,label
&#8220;@NiggaImTatted: Cowboys win games during the regular season but when they get to the playoffs that trash af lol&#8221; hating ass nigga,0
This nigga jerry room smell like bad pussy!&#128530;,0
"RT @danielleeKendra: Omg i was coughing and saw wiggas tweet &#58386;&#58386;&#58386;&#58386; the fuckkk lol. talk about choking , &#58385;&#58386;&#58385;&#58386;&#58386;",1
RT @_Mr_Williams_: Hoes gone be hoes.&#128581;and these hoes can't be trusted &#9994;,1
"RT @weakenednachos: last thought before bed: in '92 we had a ""mock election"" in 3rd grade and i voted for Perot. maybe i related to his rea&#8230;",2
Are pet guinea pig is about to die this fucking blows :/,1
"""You and yo boys some pussy cats.""",1
@Conrad_MLG im goin now so be expecting to get slept faggot,1
@wodaeeex3 Heyy hoe &#128075;,1
Million dollar bitch slap a ho,1
This my bitch please face http://t.co/O3k4WLrZTp,1
"RT @p_w_sterne: @GraceBr92073005 ""There's more than one way to skin a monkey"" --Barack ""Bushmeat"" Obama @1Dittlinger @Txwench",2
The Redskins trash as fuck for not getting that,1
"""you fucking pussy you couldn't even beat your dick."" - Angry Youtube Comment",1
@itsjustmexo ur a cunt nd a wish a was a faggot,1
Catch this jet hoe,1
Idk maybe it's just me being bitter but giving bitches money and just being a genuine nigga ain't got me nowhere so fuck that. Struggle hoe.,1
@Pohlman2 do I look like mike Vick bitch,1
@kierstenhammond I slid in your DMs so answer me bitch!!,1
@HuffingtonPost the little cunt can just die for all I care!,1
This nigga over here telling me he dont fuck with this bitch . When he do &#128553;&#128514;&#128514;. Or maybe she lying lol,0
I hate that hoe ... She ain't bout shit,1
It really ain't nothin to cut that bitch off,1
hey shawnda.. I'm rich bitch!!,1
RT @CaciTeamorDie: I don't wanna be a hoe &#128549;,1
"@XXXratedLIPSS I always want to speak to ppl I converse with on twitter but they always look at me like ""bitch, Idk you in REAL life.."" smh",1
RT @DomWorldPeace: Teixeira on point tonight. #Yankees,2
y give a bitch an inch when she rather have 9,1
People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.,0
@The_GreyFoxxx @TielerMLG @HalfAssed_ and you're a vegetarian pussy,1
RT @IINKY_chiefwuk: @ChiefKeef u a bitch shorty #TURNUP #OTF,1
But they only talk on twitter bc pussies in real life,1
"""@thebravebird: #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there",1
"""@wodaeeex3: Awww Meat Meat In His Feelins""i ainn n my feelings bitch",1
"RT @HYPEBEASTAUSTIN: love one of you bucket headed hoes 

noway.",1
Bet Charlie Strong has contacted Ridley,2
&#8220;@KarynHalpin: Where do all the foreskins go when they circumcise a guy?&#8221; the Foreskin Fairy takes them after you put them under your pillow,2
"RT @karessaNV_M: If I was a bird, you would be the 1st person I&#8217;d shit on.",1
"RT @Sexualgif: if we're dating, don't be a sensitive bitch when i insult you.. i expect to be insulted back.",1
Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,1
@Mids_areForkids lmao im bein foreal fuck all them bitches like that!,1
"RT @SimpsonsQOTD: &#8220;That's a very nice jig, Kearney. Now isn't dancing much more fun than bullying?"" http://t.co/dk7rcqM1FS",2
' Fuck her right in the pussy &#1041204;&#1041204;&#1041204;&#1041204;,1
I still can't understand why we don't dump our trash in the ocean. it's pretty big and it'd surely be cheaper than launching it into space.,2
don't bitch about my attitude because you're the reason I have one,1
"i dont shit talk, i chip talk, dese niggaz jus bitch talk, dese niggaz jus chik stalk, naw i aint got no chik... http://t.co/x6yLjemN",1
@WakeUpPeeps1 Read w/o slant your orig statement said 'everything' we have...that is the only extreme comment made,2
Oregon losing IN OREGON ahhhahahaha faggots,0
Oh I'm nasty for smoking cigarettes? And you're nasty for not washing behind your ears everyday stupid little bitch,1
Eating brownies and then going to the gym... Idk,2
They say life is what you make it bitch but I'm just tryna make it .. Straight up,1
Yankees getting killed,2
Sounded like a god damn bear just fell out of my trees. Might be time to stop pissing outside and @Rorschach7 piss bucket up in this bitch.,1
@lvnzo oh hell no they act proper and i live in richardson much finer then the hoes in ducanville,1
"@RicoChavo oh, you cute, you fancy bitch!",1
"I fuck alien bitches, demon and angel bitches, a couple of centaur bitches, got really drunk and fucked a dragon chick a couple times..ughhh",1
"@gypsydylann real girls like ""impress me bitch"" &#128075;",1
"@YourDudeFerg I wish you wood, Like a tree in this bitch",1
Can this bitch sit the fuck down and shut the fuck up,1
@Beyond_Fatal my bitch bruhhh !!!,1
@_reathie man bring yo bitch ass here ion give a dam bout yo mf attitude,1
"I hate females that push their asses out as they walk. You know you look like a retarded Flamingo, right?",1
@kayliefarmer Its funny and it has that blond bitch on it,1
Ewh bitch you look like an inbred.,1
"@andreajmarkley @gantaro47 Yes, sorry grant, i'm a bitch so i'm going to ignore you like most libtards ignore the majority voice....",1
"wearing pajamas tonight 4 da gook 
UDigg 

Grey day",2
you gotta be a new breed of retarded if you do that. http://t.co/PeinRwsZzq,1
"@jayboogie_16 yeah, SOME NIGGAS are straight bitches.",1
The Rick Scott/Charlie Crist ads have been running nearly non-stop in Florida for the past week. And they are getting even worse.,2
RT @ImNeverChillin: You bitches are so inconsiderate smh http://t.co/EInVs4YqpF,1
"Man I thought that heifer was yo old bitch, when you first went to the feds I was that nigga she would smoke with.",1
RT @lildurk_: I hate wen hoes lie and say I fucked em #signedtothestreets2,1
RT @SVO__: One who can't keep his bitch RT @StaceyNoDash_ What kind of man can't parallel park?,1
"@KCJHoop pretty sure you meant flight and not flite, dumb ass cracker.",1
"&#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway fuck you hoes, eat a salad.&#8221;",1
Dey put us on lockdown cus dey searchin bitches cars fa dat dope,1
This bitch took her damn eye out like it was a contact! &#128561;&#128547;,1
#Fact females that tweet ALL the dayum day r hoes that need attention #ijs #wontgetme,1
"""Facto @ShaunaSayomi: Who cares if you a hoe when your ass looks like this? http://t.co/CJdT987aqf""",1
RT @BLACKHILTON Some of y'all hoes thighs be so thick and can't even walk + Yankee food,1
If pussy lips could talk ill go down there like it's whispering,1
"Apologizing in advance for my actions, I'm thee biggest bitch when I'm studying &#128522;&#128299;",1
&#8220;@Adrianmayer99: Fucking pussy&#8221; @JosephNoonan2,1
@artiequitter fuck 'em if they can't take a joke! liberal pussies only think jokes about sarah palin &amp; daughters are funny.,1
"DeeDee, Patrick, Ed, Sheen, Timmy's Dad, Beavis &amp; Butthead, Peter Griffin. This is just a list of SOME mentally retarded cartoon characters.",0
"@matty_2_fatty fuck you bitch, where's my sleeve",1
Nick Cannon movie.. &#171;@arigold_88 A 31 year old bitch in Texas was pretending to be 15 and went to high school 6 months!&#187;,1
bitches at rick's in justice tank tops tho,1
"4&#8419;2&#8419;0&#8419;

moke up",2
@RickiRoma bitch watch ya tone before I drag you to the recycling bin you bitch ass nigga. You gon end up like limewire ol .exe ass nigga,1
RT @prettygrl_rocky: Pussy this pussy that,1
"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",1
"Only people not home right now are nurses, hoes, &amp; niggas tryna hit them hoes&#9996;&#65039;",1
RT @MeyaKardashian: This bitch is fucking insane. &#8220;@TwiterDeze_NUTS: 2) what is a sentence that describes you in 5 words?&#8221;,1
lmfaooo I can't yo . this bitch has officially crossed the line &#128557; http://t.co/CIXgIlKkSw,1
I'm just salty bitch,1
RT @FINALLEVEL: Follow my DOG.. he has over 17K bitches RT @CuteSpartacus: I made a golden retriever my bitch today at the park. http:// ...,1
@ShotMoistBoyce you be fucking with to many hoes .,1
I am a celestial body hello http://t.co/yKDRM9Ax69,2
"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!",1
"@nekolin @DestroTheNoble naaaa, just the faggots! So....I guess you wouldn't be around very long....would ya!",1
"@kvngkendric_ fight . Expose hoes , do some super gay shit , anything negative , since that's how society works.",1
@austin_farrar your a fucking queer faggot bitch,0
"RT @OnlyBiirdsTweet: big booty bitches , big booty bitches ;*",1
"I can't express how much I hate sam, he is by far hands down no questions asked my least favorite character , so bitch made #freaksandgeeks",1
RT @WhittTooCold: Ray J is the perfect example of what happens when you give a lame nigga some pussy,1
All the snacks in this bitch &#128516;,1
Lord please get me out of this ghetto ass hospital &#128514;&#128514;,1
"RT @KarinaCasallas: LMFAO OH NAH SHE KEEP IT THREE HUNNA""@catoxx3: @DJZeeti twitpic a selfie if u a ho http://t.co/j4RuNFZrtX""",2
Bitches always think somebody want them or they little coochie lol chilling dont exist nomore ? Iont want yall hoes,1
"first thing to do when i wake up:

sell my hoe",1
Elizbian is bitch and likes women,1
@whiteangelss84 @fields_devante mmm where the fuck is that at honkey? U need to wake up and realize its 2013 and get off of the skin,1
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/iuCRWOfDts,2
@jesseleesoffer it totally does. smells like brownies every day i walk to work.,2
"Women stay bragging about their mans penis and wonder why your friend fucked him....smh ....silly, silly hoe.",1
RT @TheRaceDraft: Karate bitch https://t.co/UtEUTZkjOk,1
I know this one hoe on twitter right now that's catfishin shit !!!!!,1
I can't stand a Fag bitch like Fucc get out there &amp; make the MONEY &#128184;,1
RT @kaseymizell: we may or may not be trash at taking pictures together http://t.co/bPJWl1aO2E,2
@youknowmaxwell @CiscoAllDay name that hoe (I'm 6'1) on my license tho,1
I just can't date a ghetto ass girl bruh,1
RT @TomBradysEgo: Might have a better chance if we put some trash cans out there.,2
RT @PRAYINGFORHEAD: ya pussy stank @_ANGELSAMUELS http://t.co/i9tXjSDOZZ,1
Too many pretty bitches got the sore throat voice.Mostly red bones. #TurnOff,1
my bitches getting even badder,1
@Darienbaby_xoxo ya but you can't because its a real account dumb bitch I go to wams fucking bitch,1
"RT @RubinReport: You can mock Michelle Obama's #TurnipForWhat video, but the turnip is now third in line of succession for president. https&#8230;",2
"Been sleeping toooooo much, fuck it ima enjoy it before i start working 2 jobs like a hoe haha",1
I'll quit being a bitch when you quit being a fake friend. &#128077;&#9996;&#65039;,1
I'm really nice &#128557; but a bitch at times,1
&#128514;&#128514;&#128514; bitch my lrt,1
This shit is a game right now.. That's why I play hoes.,1
hahaha damn dirtyyyy hoes,1
RT @MoneyBABY_Rich: So tired of Yall hoes giving a shout out to yall Moma talking bout she ain't raise no hoe &#128545;&#9749;&#65039;&#128056;,1
Some Army females just bitch about everything ..,1
"Told that hoe she special, like the McRib&#169; at McDonalds..",1
"@kieffer_jason bitch I don't wanna talk, I wanna fight your pussy ass",1
RT @FeeelGreatness: You don't know where your boyfriend is at on a Saturday night? LOL He fucking other bitches that's where he's at,1
"@JPantsdotcom @Todd__Kincannon @the__realtony naaaaa, just popped across my TL, so I commented. But nice try faggot!",1
@swirlg0ddess main bae gonn think sumn up wit the pussy,1
"""I'm a funky ass honkey."" - @jtimberlake 's shout out to @macklemore tonight before ""Cabaret"" &#128514; #JT2020Tour",1
RT @murdcr: @sorryimalex @dollskill buy the girl stuff you twink ass bitch,1
This lame azz napk nigga always talking bout he be the reason there always yellow tape upk in the turf&#8230; http://t.co/2lDIHA2A3a,1
RT @BootyGangCult: These hoes out of control https://t.co/TynErthixK,1
see I peeped it &amp; pussy is power,1
"RT @TheStrangeLog: Nerf the hell out of birds, they no longer attack you at long range, lower damage, don&#8217;t follow you forever.",2
@b_shiznitt @italian_montana wtf you bitches seen this without me,1
Already had to unfollow that bitch. Annoying af.,1
"&#8220;@Nadixo__: ""@joelxmontoya: I'm dreaming &#128525;&#128525; http://t.co/Y21PyZ5rai"" ewwww&#8221;bitch you must be fucked up &#128514;&#128514;",1
"even nature looks awesome when colored in #663399Becca

http://t.co/8B0fTjGost",2
"Pretty over this whole Yankees thing, id rather lose in the ALCS every year then live in Detroit.. I miss the real Steinbrenner #glorydays",2
"@kathy_doermer bitch please, I'll go to Windsor either way.. When i come up I can bring some also &#127470;&#127481;",1
@ilovetmills faggot,1
"""oh ya these hoes think they cute in skin tight cat suits assuming that they bodies to boomin to dispute""",1
"All I ask for is love n loyalty. . nothing else. No arguing over other bitches/niggas , no he say she say , no social media bs... Just love",1
&#127829;&#128049; RT @TAN1AAA: RT @PeachDulce: A piece of pussy http://t.co/BcWiT2nuz5,1
RT @Jenna_Garcia13: &#8220;@OfficialVondell: #MyGirlfriendNotAllowedTo have milkshakes.. let that hoe bring one boy to the yard.. and watch what &#8230;,1
@beesands10 But that's what you call white trash with money!!!!!,0
Mutes pussy.. And ***** and ***** smh,1
my eye don got lazy reading and looking at u bitches flawged and lie all day&#128564;&#128564; http://t.co/NI2OQv0Njd,1
RT @_iForeign: You talking shit &#128567; But yo pockets ain't shit &#128169; Yo bitch ain't shit &#128169; Yo life ain't shit &#128169; nigga you just a ain't shit as nig&#8230;,1
"LA M&#193;QUINA

Una vez en Jap&#243;n 5 japoneses crearon una m&#225;quina que atrapaba ladrones. Primero la m&#225;quina la... http://t.co/khzl8PfGCT",2
RT @TumbIrRelate: Retweet to save a dumb bitch http://t.co/OqfyOgSLDX,1
"RT @PBSAmerMasters: Happy birthday, Bob Newhart! The comedic legend turns 85 today: http://t.co/YOSx2VdAjb #AmericanMasters http://t.co/gew&#8230;",2
RT @Mymangot2JOBS_: WHO IS SHE? Ill fight her bestie RT @VeronicaGK: Then this bitch in my class wanna copy my homework off blackboard disc&#8230;,1
Yo bitch choosin just let her http://t.co/zg6X4gDyRZ,1
RT @billmanoussakis: Sinclair hoes don't care how fat they are. They all still wear yoga pants and belly shirts....,1
